WDID	Status	SSOq Population Served	Last Updated	Dev Plan Schedule DT	Goal DT	Org DT	Legal Auth DT	Operation Maint DT	Design Perf Prov DT	Overflow Emerg Resp Plan DT	Fog Cntl Program DT	Sys Eval Cap Assur Plan	Monit Meas Program Modi DT	SSMP Program Audit DT	Commun Program DT	Complete SSMP Impl DT	Five Year Update DT	Note	Url	SSMP Uploaded	
4SSO10449	Active	130,000	01/21/2016	03/16/2015	03/16/2015	03/16/2015	03/16/2015	03/16/2015	03/16/2015	03/16/2015	03/16/2015	03/16/2015	03/16/2015	03/16/2015	03/16/2015	03/16/2015	03/16/2020			Yes	
4SSO10450	Active	4,000,000	02/16/2017	07/18/2007	10/24/2007	02/14/2013	12/26/2007	02/13/2013	12/27/2007	01/31/2008	02/13/2013	03/27/2008	04/23/2008	11/25/2008	11/25/2008	02/18/2009	02/14/2014	Biennial Audit completed 02162017	https://www.lacitysan.org/san/faces/home/portal/s-lsh-wwd/s-lsh-wwd-cw/s-lsh-wwd-cw-s/s-lsh-wwd-cw-s-ssmp?_adf.ctrl-state=esrzfaurb_4&_afrLoop=13979059382891423#!	No	
4SSO10452	Active																			No	
4SSO10460	Active	80,000	11/19/2014	10/01/2007	10/01/2007	10/01/2007	04/20/2009	04/20/2009	07/14/2009	04/20/2009	04/20/2009	07/14/2009	07/14/2009	07/14/2009	07/14/2009	07/14/2009	11/19/2014	 5 year recertification/ Board action 11/3/2014		Yes	
4SSO10465	Active	4,050	06/04/2013	07/17/2007	10/22/2007	10/22/2007	10/22/2007	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	06/04/2013			Yes	
4SSO10466	Historical																			No	
4SSO10469	Active	2400	08/23/2010	01/15/2008	04/18/2008	04/18/2008	01/29/2010	01/29/2010	08/23/2010	01/29/2010	01/29/2010	08/23/2010	08/23/2010	08/23/2010	08/23/2010	08/23/2010				No	
4SSO10471	Active	38,703	10/14/2009	10/31/2007	10/31/2007	10/31/2007	04/30/2009	04/30/2009	10/13/2009	04/30/2009	04/30/2009	10/13/2009	10/13/2009	10/13/2009	10/13/2009	10/13/2009				No	
4SSO10477	Active	23,000	12/16/2010	10/26/2007	10/26/2007	10/26/2007	10/26/2007	04/27/2009	07/30/2009	04/27/2009	04/27/2009	07/30/2009	07/30/2009	07/30/2009	07/30/2009	07/30/2009		Approved by Board of Directors 7-27-2009		No	
4SSO10479	Active	238,725	04/11/2012	04/03/2012	04/03/2012	04/03/2012	04/03/2012	04/03/2012	04/03/2012	04/03/2012	04/03/2012	04/03/2012	04/03/2012	04/03/2012	04/03/2012	04/03/2012				No	
4SSO10486	Active	29,800	01/20/2012	01/17/2012	01/17/2012	01/17/2012	01/17/2012	01/17/2012	01/17/2012	01/17/2012	01/17/2012	01/17/2012	01/17/2012	01/17/2012	01/17/2012	01/17/2012	01/17/2012			No	
4SSO10487	Active	1,130	07/23/2010	01/29/2008	04/18/2008	04/18/2008	01/26/2010	01/26/2010	01/26/2010	01/26/2010	01/26/2010	07/20/2010	07/20/2010	07/20/2010	07/20/2010	07/20/2010		SSD Board Approved 07/20/10		No	
4SSO10489	Active	126,414	06/02/2014	08/01/2007	11/01/2007	11/01/2007	11/01/2007	11/01/2007	04/23/2009	11/01/2007	11/01/2007	04/23/2009	04/23/2009	04/23/2009	04/23/2009	04/23/2009	04/01/2014	Report was previously certified in April 2014		No	
4SSO10491	Active	103,499	02/16/2017	07/18/2007	10/24/2007	02/14/2013	12/26/2007	02/13/2013	12/27/2007	01/31/2008	02/13/2013	03/27/2008	04/23/2008	11/25/2008	11/25/2008	02/18/2009	02/14/2014	Biennial Audit completed 02162017	https://www.lacitysan.org/san/faces/home/portal/s-lsh-wwd/s-lsh-wwd-cw/s-lsh-wwd-cw-s/s-lsh-wwd-cw-s-ssmp?_adf.ctrl-state=esrzfaurb_4&_afrLoop=13979059382891423#!	No	
4SSO10495	Historical																			No	
4SSO10496	Active	600	06/04/2013	07/17/2007	10/22/2007	10/22/2007	10/22/2007	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	06/04/2013			Yes	
4SSO10497	Active	31600	01/29/2015	01/26/2015	01/26/2015	01/26/2015	01/26/2015	01/26/2015	01/26/2015	01/26/2015	01/26/2015	07/27/2009	01/26/2015	01/26/2015	01/26/2015	01/26/2015	01/26/2015	Approval and Recertification	www.triunfosanitation.com	Yes	
4SSO10498	Active	70,000	05/23/2016	07/02/2015	07/02/2015	07/02/2015	07/02/2015	07/02/2015	07/02/2015	07/02/2015	07/02/2015	07/02/2015	07/02/2015	07/02/2015	07/02/2015	07/02/2015		Major revision 2015		Yes	
4SSO10500	Active	2,250	07/07/2010	04/30/2008	04/30/2008	04/30/2008	02/01/2010	02/01/2010	06/22/2010	02/01/2010	02/01/2010	06/22/2010	06/22/2010	06/22/2010	06/22/2010	06/22/2010				No	
4SSO10501	Historical																			No	
4SSO10502	Active	75,932	02/16/2017	07/18/2007	10/24/2007	02/14/2013	12/26/2007	02/13/2013	12/27/2007	01/31/2008	02/13/2013	03/27/2008	04/23/2008	11/25/2008	11/25/2008	02/18/2009	02/14/2014	Biennial Audit completed 02162017	https://www.lacitysan.org/san/faces/home/portal/s-lsh-wwd/s-lsh-wwd-cw/s-lsh-wwd-cw-s/s-lsh-wwd-cw-s-ssmp?_adf.ctrl-state=esrzfaurb_4&_afrLoop=13979059382891423#!	No	
4SSO10503	Active	6,000	02/06/2009	02/06/2009	02/06/2009	02/06/2009	02/06/2009	02/06/2009	02/06/2009	02/06/2009	02/06/2009	02/06/2009	02/06/2009	02/06/2009	02/06/2009	02/06/2009				No	
4SSO11364	Active	4,322	07/07/2010	04/30/2008	04/30/2008	04/30/2008	02/01/2010	02/01/2010	06/22/2010	02/01/2010	02/01/2010	06/22/2010	06/22/2010	06/22/2010	06/22/2010	06/22/2010				No	
4SSO11365	Active	597,480	06/04/2013	07/17/2007	10/22/2007	10/22/2007	10/22/2007	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	06/04/2013			Yes	
4SSO11366	Active	23,387	11/04/2015	10/24/2007	11/02/2007	11/02/2007	05/01/2009	05/01/2009	06/30/2009	05/01/2009	05/01/2009	06/30/2009	06/30/2009	06/19/2014	06/30/2009	07/08/2009	10/14/2015			Yes	
4SSO11367	Active	106,000	03/30/2011	07/23/2007	11/02/2007	11/02/2007	10/31/2008	10/31/2008	05/01/2009	10/31/2008	10/31/2008	05/01/2009	05/01/2009	05/01/2009	05/01/2009	05/01/2009		SSMP compliance May 2010, pending additional audit June 30 2011		No	
4SSO11368	Active	37,805	02/18/2015	08/20/2007	08/20/2007	11/02/2007	11/02/2007	08/02/2009	08/02/2009	08/02/2009	08/02/2009	08/02/2009	08/02/2009	09/01/2011	08/02/2009	08/02/2009	02/21/2012		http://www.weho.org/home/showdocument?id=14652	Yes	
4SSO11369	Active	1,240	07/07/2010	04/30/2008	04/30/2008	04/30/2008	02/01/2010	02/01/2010	06/22/2010	02/01/2010	02/01/2010	06/22/2010	06/22/2010	06/22/2010	06/22/2010	06/22/2010				No	
4SSO11370	Active	8,950	06/04/2013	07/17/2007	10/22/2007	10/22/2007	10/22/2007	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	06/04/2013			Yes	
4SSO11371	Active	890	07/07/2010	04/30/2008	04/30/2008	04/30/2008	02/01/2010	02/01/2010	06/22/2010	02/01/2010	02/01/2010	06/22/2010	06/22/2010	06/22/2010	06/22/2010	06/22/2010				No	
4SSO11372	Active	8,950	06/04/2013	07/17/2007	10/22/2007	10/22/2007	10/22/2007	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	06/04/2013			Yes	
4SSO11373	Active	8,400	06/04/2013	07/17/2007	10/22/2007	10/22/2007	10/22/2007	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	06/04/2013			Yes	
4SSO11374	Active	45,670	06/04/2013	07/17/2007	10/22/2007	10/22/2007	10/22/2007	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	06/04/2013			Yes	
4SSO11375	Active	803	07/07/2010	04/30/2008	04/30/2008	04/30/2008	02/01/2010	02/01/2010	06/22/2010	02/01/2010	02/01/2010	06/22/2010	06/22/2010	06/22/2010	06/22/2010	06/22/2010				No	
4SSO11386	Active	587,988	03/04/2014	07/11/2007	11/02/2007	11/02/2007	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	04/15/2009	02/12/2014	Board Approval Date	http://www.lacsd.org/wastewater/wwfacilities/wcs.asp 	No	
4SSO11387	Active	698,296	03/04/2014	07/11/2007	11/02/2007	11/02/2007	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	04/15/2009	02/12/2014	Board Approved Date	http://www.lacsd.org/wastewater/wwfacilities/wcs.asp 	No	
4SSO11388	Active	4,961,437	03/04/2014	07/11/2007	11/02/2007	11/02/2007	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	04/15/2009	02/12/2014	Board Approval Date	http://www.lacsd.org/wastewater/wwfacilities/wcs.asp 	No	
4SSO11389	Active	521,400	03/04/2014	07/11/2007	11/02/2007	11/02/2007	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	04/15/2009	02/12/2014	Board Approval Date	http://www.lacsd.org/wastewater/wwfacilities/wcs.asp 	No	
4SSO11390	Active	36,680	03/04/2014	09/12/2007	11/02/2007	11/02/2007	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	04/15/2009	02/14/2014	Board Approval Date	http://www.lacsd.org/wastewater/wwfacilities/wcs.asp 	No	
4SSO11391	Active	758,320	03/04/2014	07/18/2007	11/02/2007	11/02/2007	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	04/15/2009	02/19/2014	Board Approval Date	http://www.lacsd.org/wastewater/wwfacilities/wcs.asp 	No	
4SSO11392	Active	147,793	03/04/2014	07/11/2007	11/02/2007	11/02/2007	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	04/15/2009	02/12/2014	Board Approval Date	http://www.lacsd.org/wastewater/wwfacilities/wcs.asp 	No	
4SSO11394	Active	586,530	03/04/2014	07/25/2007	11/02/2007	11/02/2007	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	04/15/2009	02/26/2014	Board Approved Date	http://www.lacsd.org/wastewater/wwfacilities/wcs.asp 	No	
4SSO11395	Active	270,702	03/04/2014	07/25/2007	11/02/2007	11/02/2007	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	04/15/2009	02/26/2014	Board Approved Date	http://www.lacsd.org/wastewater/wwfacilities/wcs.asp 	No	
4SSO11396	Active	57,606	03/04/2014	09/26/2007	11/02/2007	11/02/2007	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	04/15/2009	02/26/2014	Board Approved Date	http://www.lacsd.org/wastewater/wwfacilities/wcs.asp 	No	
4SSO11397	Active	344,543	03/04/2014	07/25/2007	11/02/2007	11/02/2007	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	04/15/2009	02/26/2014	Board Approved Date	http://www.lacsd.org/wastewater/wwfacilities/wcs.asp 	No	
4SSO11398	Active	92,316	03/04/2014	07/11/2007	11/02/2007	11/02/2007	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	04/15/2009	02/12/2014	Board Approved Date	http://www.lacsd.org/wastewater/wwfacilities/wcs.asp 	No	
4SSO11400	Active	420,257	03/04/2014	07/25/2007	11/02/2007	11/02/2007	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	04/15/2009	02/26/2014	Board Approved Date	www.lacsd.org	No	
4SSO11401	Active	338,455	03/04/2014	07/25/2007	11/02/2007	11/02/2007	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	04/15/2009	02/26/2014	Board Approval Date	http://www.lacsd.org/wastewater/wwfacilities/wcs.asp 	No	
4SSO11402	Active	11,450	03/04/2014	09/26/2007	11/02/2007	11/02/2007	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	04/15/2009	02/26/2014	Board Approval Date	http://www.lacsd.org/wastewater/wwfacilities/wcs.asp 	No	
4SSO11403	Active	11,673	03/04/2014	07/11/2007	11/02/2007	11/02/2007	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	04/15/2009	02/18/2014	Board Approval Date	http://www.lacsd.org/wastewater/wwfacilities/wcs.asp 	No	
4SSO11404	Active	118,110	03/04/2014	07/18/2007	11/02/2007	11/02/2007	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	04/15/2009	02/19/2014	Board Approval Date	http://www.lacsd.org/wastewater/wwfacilities/wcs.asp 	No	
4SSO11405	Active	268,380	03/04/2014	07/11/2007	11/02/2007	11/02/2007	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	04/15/2009	02/12/2014	Board Approval Date	http://www.lacsd.org/wastewater/wwfacilities/wcs.asp 	No	
4SSO11406	Active	9567	04/14/2010	12/11/2007	05/01/0007	05/01/0007	10/26/2009	10/26/2009	04/13/2010	10/26/2009	10/26/2009	04/13/2010	04/13/2010	04/13/2010	04/13/2010	04/13/2010	04/13/2015	Adopted by District Board 4-1310		No	
4SSO11407	Active	8,872	02/29/2016	12/12/2007	05/01/2008	05/01/2008	11/02/2009	11/02/2009	04/28/2010	11/02/2009	11/02/2009	04/28/2010	04/28/2010	04/28/2010	04/28/2010	04/28/2010	04/22/2015			Yes	
4SSO11423	Active	462,257	05/02/2014	07/31/2007	11/01/2007	11/01/2007	10/30/2008	10/30/2008	04/27/2009	10/30/2008	10/30/2008	04/27/2009	04/27/2009	04/27/2009	04/27/2009	04/27/2009	04/30/2014			Yes	
4SSO11439	Active	2,025	07/27/2010	04/14/2008	04/30/2008	04/30/2008	02/02/2010	02/02/2010	02/02/2010	02/02/2010	02/02/2010	07/26/2010	07/26/2010	07/26/2010	07/26/2010	07/26/2010		Section V was not noted as complete on 02/02/2010		No	
4SSO11447	Active	23,788	02/26/2015	10/17/2007	10/17/2007	10/17/2007	04/22/2009	04/22/2009	06/24/2009	04/22/2009	04/22/2009	06/24/2009	06/24/2009	06/24/2009	06/24/2009	06/24/2009	02/25/2015			No	
4SSO11459	Active	9,000	10/10/2016	01/30/2008	02/04/2008	06/06/2008	11/02/2009	11/02/2009	04/28/2010	11/02/2009	11/02/2009	04/28/2010	04/28/2010	04/28/2010	04/28/2010	04/28/2010	10/10/2016			No	
4SSO11479	Active	800	03/10/2010	01/29/2008	03/02/2009	03/02/2009	03/03/2010	03/03/2010	03/03/2010	03/03/2010	03/03/2010	03/03/2010	03/03/2010	03/03/2010	03/03/2010	03/03/2010				No	
4SSO11495	Historical																			No	
4SSO11540	Active	15,500	02/01/2012	01/14/2011	03/22/2011	03/22/2011	03/22/2011	03/22/2011	03/22/2011	03/22/2011	03/22/2011	03/22/2011	03/22/2011	03/22/2011	03/22/2011	03/22/2011		Approved By City Council 03/22/2011		No	
4SSO18098	Active	270	01/25/2016	04/07/2015	04/07/2015	04/07/2015	04/07/2015	04/07/2015	04/07/2015	04/07/2015	04/07/2015	04/07/2015	04/07/2015	04/07/2015	04/07/2015	04/07/2015	04/07/2020		http://ca-ranchopalosverdes.civicplus.com/733/Abalone-Cove-Sewer-District	No	
5SSO10000	Active	32,000	04/03/2017	12/03/2008	12/02/2008	12/02/2008	12/02/2008	12/02/2008	12/02/2008	12/02/2008	12/02/2008	12/02/2008	12/02/2008	12/02/2008	12/02/2008	12/09/2008	03/08/2010		http://www.waterboards.ca.gov/water_issues/programs/sso/	Yes	
5SSO10100	Active	2,400	09/13/2014	11/30/2010	12/21/2010	12/21/2010	02/28/2011	02/28/2011	04/29/2011	02/28/2011	02/28/2011	04/29/2011	04/29/2011	04/29/2011	04/29/2011	06/30/2011	09/13/2014			Yes	
5SSO10713	Active	62,000	03/29/2011	10/16/2007	10/16/2007	10/16/2007	07/14/2009	07/14/2009	07/14/2009	07/14/2009	07/14/2009	07/14/2009	07/14/2009	07/14/2009	07/14/2009	07/14/2009		update only 		No	
5SSO10716	Active	27,369	02/07/2011	11/01/2007	11/02/2007	11/02/2007	05/01/2009	05/01/2009	08/01/2009	05/01/2009	05/01/2009	08/01/2009	08/01/2009	08/01/2009	08/01/2009	08/01/2009				No	
5SSO10717	Active	345,000	01/20/2015	08/01/2007	10/25/2007	10/25/2007	10/27/2008	10/27/2008	10/27/2008	10/27/2008	10/27/2008	03/20/2012	03/20/2012	03/20/2012	03/20/2012	03/20/2012	01/20/2015			Yes	
5SSO10718	Active	1,400	01/10/2012	02/04/2008	04/11/2008	04/11/2008	05/11/2008	12/01/2011	01/02/2012	12/01/2011	12/01/2011	01/02/2012	01/02/2012	01/02/2012	12/01/2011	01/02/2012				No	
5SSO10719	Active	1,600	08/09/2011	08/08/2011	08/08/2011	08/08/2011	08/25/2010	08/08/2011	10/20/2011	08/08/2011	08/08/2011	08/08/2011	08/08/2011	08/08/2011	08/08/2011	08/08/2011		Updated after SSO on 8/1/2011		No	
5SSO10720	Active	24,000	09/10/2009	11/02/2007	11/02/2007	11/02/2007	05/02/2009	05/02/2009	05/14/2009	05/02/2009	05/02/2009	05/14/2009	05/14/2009	05/14/2009	05/14/2009	05/14/2009				No	
5SSO10721	Active	46,320	09/30/2014	05/02/2007	05/02/2007	05/02/2007	11/03/2008	11/03/2008	08/03/2009	11/03/2008	10/12/2009	06/15/2009	06/15/2009	11/09/2009	11/09/2009	11/09/2009	09/30/2014			Yes	
5SSO10722	Active	14,070	10/30/2009	10/30/2009	10/30/2009	10/30/2009	10/30/2009	10/30/2009	10/30/2009	10/30/2009	10/30/2009	10/30/2009	10/30/2009	10/30/2009	10/30/2009	10/30/2009		These activities were completed throughout  2009.		No	
5SSO10724	Active	80,608	06/23/2015	10/15/2007	10/15/2007	10/15/2007	04/29/2009	04/28/2009	05/06/2009	04/28/2009	04/29/2009	05/06/2010	05/06/2010	05/06/2010	05/06/2010	05/06/2010	06/23/2015	Updated SSMP	https://www.cityofmerced.org/depts/pw/wastewater_system/ssmp.asp	Yes	
5SSO10725	Active	10,668	10/07/2016	10/23/2007	11/02/2007	11/02/2007	10/23/2007	08/01/2009	10/23/2007	05/02/0009	05/02/0009	08/01/2009	08/01/2009	08/01/2009	08/01/2009	08/11/2009	07/16/2015	5 year cetrtification		Yes	
5SSO10726	Active	17,197	12/04/2014	10/16/2007	10/31/2007	10/31/2007	04/30/2009	04/30/2009	11/16/2009	04/30/2009	04/30/2009	11/16/2009	11/19/2009	11/20/2009	11/20/2009	12/15/2009	12/02/2014			Yes	
5SSO10728	Active	130,000	09/17/2012	06/05/2012	06/05/2012	06/05/2012	06/05/2012	06/05/2012	06/05/2012	06/05/2012	06/05/2012	06/05/2012	06/05/2012	06/05/2012	06/05/2012	08/20/2012				No	
5SSO10729	Active	7,911	10/11/2016	02/25/2008	02/27/2008	05/02/2008	12/13/2010	12/13/2010	12/13/2010	12/13/2010	12/13/2010	12/13/2010	12/13/2010	12/13/2010	12/13/2010	12/13/2010	10/11/2016			No	
5SSO10730	Active	7,500	01/08/2013	02/01/2008	05/01/2008	05/01/2008	11/01/2009	11/01/2009	05/01/2010	11/01/2009	11/01/2009	05/01/2010	05/01/2010	05/01/2010	05/01/2010	05/01/2010	01/08/2013			No	
5SSO10731	Active	6,200	05/18/2011	05/17/2011	05/17/2011	05/17/2011	05/17/2011	05/17/2011	05/17/2011	05/17/2011	05/17/2011	05/17/2011	05/17/2011	05/17/2011	05/17/2011	05/17/2011	05/17/2016			No	
5SSO10733	Active	31,725	11/21/2011	10/22/2007	10/22/2007	10/22/2007	02/16/2010	02/16/2010	02/16/2010	02/16/2010	02/16/2010	02/16/2010	02/16/2010	02/16/2010	02/16/2010	02/16/2010				No	
5SSO10735	Active	750	08/04/2014		08/19/2010	08/19/2010	08/19/2010	06/21/2013	06/21/2013	08/19/2010	06/21/2013	06/21/2013	06/21/2013	06/21/2013	06/21/2013	03/28/2014		Certified!	http://www.nps.gov/yose/parkmgmt/upload/ssmp-ep.pdf	Yes	
5SSO10736	Active	14,359	07/20/2012	11/01/2007	11/01/2007	11/01/2007	07/22/2012	07/22/2012	07/22/2012	07/22/2012	07/22/2012	07/22/0201	07/22/2012	07/22/2012	07/22/2012	07/22/2012				No	
5SSO10737	Active	45,000	01/08/2013	10/29/2007	10/29/2007	10/29/2007	04/29/2009	04/29/2009	07/31/2009	04/29/2009	04/29/2009	07/31/2009	07/31/2009	07/31/2009	07/31/2009	07/31/2009	01/08/2013			No	
5SSO10738	Active	19,500	09/23/2014	10/15/2007	10/15/2007	10/25/2007	04/30/2009	04/30/2009	07/29/0009	04/30/2009	04/30/2009	07/30/2009	07/30/2009	07/30/2009	07/30/2009	07/30/2009	09/22/2014	5-year Update Approved by Board of Directors		No	
5SSO10741	Active	2,772	08/18/2010	08/05/2010	09/02/2010	09/02/2010	09/02/2010	09/02/2010	09/02/2010	09/02/2010	09/02/2010	09/02/2010	09/02/2010	09/02/2010	09/02/2010	09/02/2010	09/02/2015	none		No	
5SSO10742	Active	1,300	10/07/2014	12/09/2008	12/09/2008	12/09/2008	06/23/2009	06/09/2009	06/09/2009	06/09/2009	07/14/2009	10/13/2009	04/08/2010	04/08/2010	04/08/2010	04/08/2010				No	
5SSO10743	Active	750																		Yes	
5SSO10744	Active	2,000	06/09/2014	06/09/2014	06/09/2014	06/09/2014	05/30/2014	05/30/2014	05/30/2014	05/30/2014	05/30/2014	05/30/2014	05/30/2014	05/30/2014	05/30/2014	05/30/2014				No	
5SSO10745	Active	14,658	06/17/2013	04/01/2011	04/01/2011	04/01/2011	04/01/2011	04/01/2011	04/01/2011	04/01/2011	04/01/2011	04/01/2011	04/01/2011	04/01/2011	04/01/2011	04/01/2011		Council Approval of SSMP April14,2011		No	
5SSO10746	Active	200	12/03/2010	08/29/0008	08/29/0008	08/29/0008	08/29/0008	12/31/2007	02/28/2009	02/28/2009	03/19/2009	08/11/2010	08/11/2010	08/11/2010	08/11/2010	08/11/2010	08/11/2015			No	
5SSO10747	Active	400	11/02/2015	07/01/2007	07/01/2007	07/01/2007	07/01/2007	07/01/2007	07/01/2007	07/01/2007	07/01/2007	07/01/2007	07/01/2007	07/01/2007	07/01/2007	05/01/2008	11/02/2012			No	
5SSO10750	Active	52,000	11/02/2015	07/16/2015	07/16/2015	07/16/2015	07/16/2015	07/16/2015	07/16/2015	07/16/2015	07/16/2015	07/16/2015	07/16/2015	07/16/2015	07/16/2015	07/21/2009				Yes	
5SSO10752	Active	8,770	01/04/2017	12/13/2016	12/13/2016	12/13/2016	12/13/2016	12/13/2016	12/13/2016	12/13/2016	12/13/2016	12/13/2016	12/13/2016	12/13/2016	12/13/2016	12/13/2016	12/13/2016			No	
5SSO10753	Active	4,500	08/25/2011	08/23/2011	08/23/2011	08/23/2011	08/23/2011	08/23/2011	08/23/2011	08/23/2011	08/23/2011	08/23/2011	08/23/2011	08/23/2011	08/23/2011	08/23/2011				No	
5SSO10756	Active	650	07/27/2010	02/03/2010	02/03/2010	02/03/2010	02/03/2010	02/03/2010	07/27/2010	02/03/2010	02/03/2010	07/27/2010	07/27/2010	07/27/2010	07/27/2010	07/27/2010				No	
5SSO10757	Active	25,488	10/07/2016	11/02/2007	11/02/2007	11/02/2007	05/02/2009	05/02/2009	08/02/2009	05/02/2009	05/02/2009	08/02/2009	08/02/2009	08/02/2009	08/02/2009	08/02/2009	08/23/2016		http://www.reedley.com/departments/public_works/wastewater_division/Reedley%20SSMP%20Update.pdf	Yes	
5SSO10759	Active	1,000	05/06/2011	05/06/2011	05/06/2011	05/06/2011	05/06/2011	05/06/2011	05/06/2011	05/06/2011	05/06/2011	05/06/2011	05/06/2011	05/06/2011	05/06/2011	05/06/2011	05/06/2011			No	
5SSO10760	Active	7,800	01/14/2011	07/30/2010	01/14/2011	01/14/2011	01/14/2011	01/14/2011	01/14/2011	01/14/2011	01/14/2011	01/14/2011	01/14/2011	01/14/2011	01/14/2011	01/14/2011	01/14/2011			Yes	
5SSO10763	Active	4,500	05/22/2015	03/10/2009	03/10/2009	03/10/0009	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010	05/22/2015			No	
5SSO10764	Active	8,923	10/23/2012	06/23/2006	12/08/2008	12/08/2008	06/12/2012	06/20/2012	06/20/2012	11/10/2010	07/02/2012	10/02/2012	10/03/2012	10/03/2012	10/03/2012	10/15/2012				No	
5SSO10765	Active	1,200	10/07/2016	10/07/2016	10/07/2016	10/07/2016	10/07/2016	10/07/2016	10/07/2016	10/07/2016	10/07/2016	10/07/2016	10/07/2016	10/07/2016	10/07/2016	10/07/2016	10/07/2016	No updates to the previous version of the SSMP		Yes	
5SSO10766	Historical																			No	
5SSO10771	Active	16,490	07/30/2009	11/01/2007	11/01/2007	11/01/1007	12/31/2007	12/31/2007	02/28/2009	02/28/2009	03/19/2009	04/30/2009	07/30/2009	07/30/2009	06/30/2009	07/30/2009		Program Complete On 7/30/2009		No	
5SSO10772	Active	2,226	10/07/2016	02/14/2008	02/14/2008	02/14/2008	10/29/2009	10/29/2009	05/03/2010	02/14/2008	10/29/2009	05/03/2010	03/11/2011	03/11/2011	03/11/2011	03/11/2011	10/07/2016			No	
5SSO10773	Active	8,190	07/17/2014	07/26/2012	07/25/2012	07/26/2012	11/13/2012	11/13/2012	09/17/2012	11/13/2012	11/13/2012	11/13/2012	08/10/2012	07/27/2012	08/10/2012	11/13/2012	07/17/2014	NA	http://ehs.ucmerced.edu/node/127	No	
5SSO10774	Active	5,200	03/28/2014		08/19/2010	08/19/2010	08/19/2010	06/21/2013	06/21/2013	08/19/2010	06/21/2013	08/19/2010	06/21/2013	06/21/2013	06/21/2013	03/28/2014			http://www.nps.gov/yose/parkmgmt/upload/ssmp-yv.pdf	Yes	
5SSO10775	Active	5,051	11/16/2011	03/18/2010	03/18/2010	03/18/2010	03/18/2010	03/18/2010	03/18/2010	03/18/2010	03/18/2010	03/18/2010	03/18/2010	03/18/2010	03/18/2010	03/18/2010	03/18/2010	Winzler and Kelly Engineering Co. prepared WSP-RC SSMP and completed on 10/18/2010 		No	
