WDID	Status	Region	Agency	Collection System	County	LRO	Address Type	Street	City	Zip	Adopt Or Issuance Date	Effective Date	Expiration or Review Date	Termination Date	
4SSO10471	Active	4	Ventura County Special Districts	Ventura County Waterworkds District No. 1- Moorpark CS	Ventura	Michaela Brown	AGENCY Physical	6767 Spring Road 	Moorpark	93020		10/11/2006	12/31/2009		
4SSO10476	Historical	4	US Navy Point Mugu	San Nicolas Island CS	Ventura	David Wilson	AGENCY Mailing	311 Main Road 1 N45V	Point Mugu	93042		04/12/2006		02/15/2008	
4SSO10477	Active	4	Ojai Valley Sanitary District	Ojai Valley CS	Ventura	Mark Chauvel	AGENCY Mailing	1072 Tico Road 	Ojai	93023		07/11/2006	12/31/2009		
4SSO10479	Active	4	Oxnard City Wastewater Division	Oxnard CS	Ventura	Rob  Roshanian	AGENCY Mailing	6001 Perkins Road 	Oxnard	93033		07/25/2006	12/31/2009		
4SSO10486	Active	4	Santa Paula City	Santa Paula CS	Ventura		AGENCY Physical	905 Corporation Street 	Santa Paula			07/27/2006	12/31/2009		
4SSO10487	Active	4	Ventura Regional Sanitation District	Saticoy S.D. CS	Ventura	Mark Lawler	AGENCY Mailing	1001 Partridge Drive 150	Ventura	93003		08/24/2006	12/31/2009		
4SSO10489	Active	4	Simi Valley City	Simi Valley CS	Ventura	Frank Hernandez	AGENCY Mailing	2929 Tapo Canyon Road 	Simi Valley	93063		10/11/2006	12/31/2009		
4SSO10491	Active	4	Los Angeles City Bureau of Sanitation	Terminal Island CS	Los Angeles	Brian McCormick	AGENCY Mailing	1149 Broadway Street 9th Flr	Los Angeles	90015		11/22/2006	12/31/2009		
4SSO10495	Historical	4	Vista Pacifica at Broad Beach HOA	Tract 42687 CS	Los Angeles	Prop  Helmut	AGENCY Mailing	20631 Ventura Boulevard Suite 202	Woodland Hills	91364				01/26/2009	
4SSO10496	Active	4	Los Angeles Cnty DPW	Trancas Zone of the CSMD CS	Los Angeles	Jeffrey Bouse	AGENCY Physical	900 Fremont Avenue 5th Floor	Alhambra	91803		11/03/2006	12/31/2009		
4SSO10497	Active	4	Triunfo Sanitation District	Triunfo Sanitation District CS	Ventura	Mark Lawler	AGENCY Mailing	1001 Partridge Drive 150	Ventura	93003		10/16/2006	12/31/2009		
4SSO10498	Active	4	UC Los Angeles	UC Los Angeles CS	Los Angeles	Gia Bao Le	AGENCY Mailing	501 Westwood Boulevard 4th Floor	Los Angeles	90095		11/17/2006	12/31/2009		
4SSO10500	Active	4	Ventura County Special Districts	Ventura County Waterworks District No. 16-Piru CS	Ventura	Michaela Brown	AGENCY Physical	6767 Spring Road 	Moorpark	93020		10/11/2006	12/31/2009		
4SSO10501	Historical	4	Los Angeles Cnty Health Dept	Warm Springs Rehabilition Ctr. CS	Los Angeles	Fred  Duggan	LRO 					11/13/2006	12/31/2009		
4SSO10502	Active	4	Los Angeles City Bureau of Sanitation	LA City Bureau of Sanitation CS	Los Angeles	Brian McCormick	AGENCY Mailing	1149 Broadway Street 9th Flr	Los Angeles	90015		02/19/2008	12/31/2009		
4SSO10503	Active	4	Los Angeles Community College District	West La Community College CS	Los Angeles	Kenneth B Takeda	AGENCY Mailing	1600 Imperial Highway 	Los Angeles	90047		11/16/2006	12/31/2009		
4SSO11364	Active	4	Ventura County Special Districts	County Service Area No. 34- El Rio CS	Ventura	Michaela Brown	AGENCY Physical	6767 Spring Road 	Moorpark	93020		05/02/2006	12/31/2009		
4SSO11365	Active	4	Los Angeles Cnty DPW	Unincorporated County Area CSMD South/County Sanitation District CS	Los Angeles	Jeffrey Bouse	AGENCY Physical	900 Fremont Avenue 5th Floor	Alhambra	91803		05/02/2006	12/31/2009		
4SSO11366	Active	4	Agoura Hills City	Agoura Hills CS	Los Angeles	Robert Swartz	AGENCY Mailing	30001 Ladyface Court 	Agoura Hills	91301		05/02/2006	12/31/2009		
4SSO11367	Active	4	Ventura City	Ventura City CS	Ventura	Joe Barajas	AGENCY Physical	501 Poli Street 	Ventura	93001		05/02/2006	12/31/2009		
4SSO11368	Active	4	West Hollywood City	West Hollywood CS	Los Angeles	Alexander  Villarama	AGENCY Mailing	8300 Santa Monica Boulevard 	West Hollywood	90069		05/02/2006	12/31/2009		
4SSO11369	Active	4	Ventura County Special Districts	Camarillo Utility Enterprise- Camarillo Airport CS	Ventura	Michaela Brown	AGENCY Physical	6767 Spring Road 	Moorpark	93020		05/02/2006	12/31/2009		
4SSO11370	Active	4	Los Angeles Cnty DPW	Unincorporated County Area CSMD North/County Sanitation District CS	Los Angeles	Jeffrey Bouse	AGENCY Physical	900 Fremont Avenue 5th Floor	Alhambra	91803		05/02/2006	12/31/2009		
4SSO11371	Active	4	Ventura County Special Districts	County Service Area No. 30- Nyeland Acres CS	Ventura	Michaela Brown	AGENCY Physical	6767 Spring Road 	Moorpark	93020		05/02/2006	12/31/2009		
4SSO11372	Active	4	Los Angeles Cnty DPW	Unincorporated County Area CSMD/Las Virgenes Tapia CS	Los Angeles	Jeffrey Bouse	AGENCY Physical	900 Fremont Avenue 5th Floor	Alhambra	91803		05/02/2006	12/31/2009		
4SSO11373	Active	4	Los Angeles Cnty DPW	Unincorporated County Area Marina/Aneta Zone of the CSMD/City Hyperian CS	Los Angeles	Jeffrey Bouse	AGENCY Physical	900 Fremont Avenue 5th Floor	Alhambra	91803		05/02/2006	12/31/2009		
4SSO11374	Active	4	Los Angeles Cnty DPW	Unincorporated County Area CSMD-NW/County Sanitation District CS	Los Angeles	Jeffrey Bouse	AGENCY Physical	900 Fremont Avenue 5th Floor	Alhambra	91803		05/02/2006	12/31/2009		
4SSO11375	Active	4	Ventura County Special Districts	County Service Area No. 29- North Coast CS	Ventura	Michaela Brown	AGENCY Physical	6767 Spring Road 	Moorpark	93020		05/02/2006	12/31/2009		
4SSO11386	Active	4	Los Angeles County Sanitation Districts	County Sanitation District No. 1 CS	Los Angeles	Mike Sullivan	AGENCY Physical	1955 Workman Mill Road 	Whittier	90607		05/02/2006	12/31/2009		
4SSO11387	Active	4	Los Angeles County Sanitation Districts	County Sanitation District No. 2 CS	Los Angeles	Mike Sullivan	AGENCY Physical	1955 Workman Mill Road 	Whittier	90607		05/02/2006	12/31/2009		
4SSO11388	Active	4	Los Angeles County Sanitation Districts	County Sanitation District Joint Outfall CS	Los Angeles	Mike Sullivan	AGENCY Physical	1955 Workman Mill Road 	Whittier	90607		05/02/2006	12/31/2009		
4SSO11389	Active	4	Los Angeles County Sanitation Districts	County Sanitation District No. 3 CS	Los Angeles	Mike Sullivan	AGENCY Physical	1955 Workman Mill Road 	Whittier	90607		05/02/2006	12/31/2009		
4SSO11390	Active	4	Los Angeles County Sanitation Districts	County Sanitation District No. 4 CS	Los Angeles	Mike Sullivan	AGENCY Physical	1955 Workman Mill Road 	Whittier	90607		05/02/2006	12/31/2009		
4SSO11391	Active	4	Los Angeles County Sanitation Districts	County Sanitation District No. 5 CS	Los Angeles	Mike Sullivan	AGENCY Physical	1955 Workman Mill Road 	Whittier	90607		05/02/2006	12/31/2009		
4SSO11392	Active	4	Los Angeles County Sanitation Districts	County Sanitation District No. 8 CS	Los Angeles	Mike Sullivan	AGENCY Physical	1955 Workman Mill Road 	Whittier	90607		05/02/2006	12/31/2009		
4SSO11394	Active	4	Los Angeles County Sanitation Districts	County Sanitation District No. 15 CS	Los Angeles	Mike Sullivan	AGENCY Physical	1955 Workman Mill Road 	Whittier	90607		05/02/2006	12/31/2009		
4SSO11395	Active	4	Los Angeles County Sanitation Districts	County Sanitation District No. 16 CS	Los Angeles	Mike Sullivan	AGENCY Physical	1955 Workman Mill Road 	Whittier	90607		05/02/2006	12/31/2009		
4SSO11396	Active	4	Los Angeles County Sanitation Districts	County Sanitation District No. 17 CS	Los Angeles	Mike Sullivan	AGENCY Physical	1955 Workman Mill Road 	Whittier	90607		05/02/2006	12/31/2009		
4SSO11397	Active	4	Los Angeles County Sanitation Districts	County Sanitation District No. 18 CS	Los Angeles	Mike Sullivan	AGENCY Physical	1955 Workman Mill Road 	Whittier	90607		05/02/2006	12/31/2009		
4SSO11398	Active	4	Los Angeles County Sanitation Districts	County Sanitation District No. 19 CS	Los Angeles	Mike Sullivan	AGENCY Physical	1955 Workman Mill Road 	Whittier	90607		05/02/2006	12/31/2009		
4SSO11400	Active	4	Los Angeles County Sanitation Districts	County Sanitation District No. 21 CS	Los Angeles	Mike Sullivan	AGENCY Physical	1955 Workman Mill Road 	Whittier	90607		05/02/2006	12/31/2009		
4SSO11401	Active	4	Los Angeles County Sanitation Districts	County Sanitation District No. 22 CS	Los Angeles	Mike Sullivan	AGENCY Physical	1955 Workman Mill Road 	Whittier	90607		05/02/2006	12/31/2009		
4SSO11402	Active	4	Los Angeles County Sanitation Districts	County Sanitation District No. 28 CS	Los Angeles	Mike Sullivan	AGENCY Physical	1955 Workman Mill Road 	Whittier	90607		05/02/2006	12/31/2009		
4SSO11403	Active	4	Los Angeles County Sanitation Districts	County Sanitation District No. 29 CS	Los Angeles	Mike Sullivan	AGENCY Physical	1955 Workman Mill Road 	Whittier	90607		05/02/2006	12/31/2009		
4SSO11404	Active	4	Los Angeles County Sanitation Districts	South Bay Cities Sanitation District CS	Los Angeles	Mike Sullivan	AGENCY Physical	1955 Workman Mill Road 	Whittier	90607		05/02/2006	12/31/2009		
4SSO11405	Active	4	Los Angeles County Sanitation Districts	Santa Clarita Valley Sanitation District of Los Angeles County CS	Los Angeles	Mike Sullivan	AGENCY Physical	1955 Workman Mill Road 	Whittier	90607		05/02/2006	12/31/2009		
4SSO11406	Active	4	Channel Islands Beach CSD	Channel Islands Beach CSD CS	Ventura	Jared  Bouchard	LRO Mailing	353 Santa Monica Drive 	Channel Islands Beach			05/02/2006	12/31/2009		
4SSO11407	Active	4	Westlake Village City	Westlake Village CS	Los Angeles	Robert Swartz	AGENCY Mailing	31200 Oak Crest Drive 	Westlake Village	91361		05/02/2006	12/31/2009		
4SSO11417	Historical	4	US Air Force Los Angeles Air Force Base	Los Angeles Air Force Base CS	Los Angeles	Ivar  Sohn	AGENCY Contact	61 Cons Lgcc 2420 Vela Way Ste  	El Segundo	90245		01/04/2007		09/07/2007	
4SSO11423	Active	4	Long Beach Water Dept	Long Beach Water Dept. CS (SSO program)	Los Angeles	Christopher J. Garner	AGENCY Mailing	1800 Wardlow Road 	Long Beach	90807		01/05/2007	12/31/2009		
4SSO11439	Active	4	Hidden Hills City	Hidden Hills CS	Los Angeles	Alexander  Villarama	AGENCY Mailing	6165 Spring Valley Road 	Hidden Hills	91302		01/03/2007			
4SSO11442	Historical	4	California Air National Guard	CA Air National Guard 146Th Ai CS	Ventura	Barrick J Griffith	AGENCY Physical	3900 Roseville Road 	North Highlands	95660	05/02/2006	01/02/2007		09/07/2007	
4SSO11447	Active	4	Calabasas City	Calabasas City CS (SSO)	Los Angeles	Alexander  Villarama	AGENCY Mailing	26135 Mureau Road 	Calabasas	91302		01/17/2007	12/31/2009		
4SSO11459	Active	4	CSU Channel Islands	California State Unitersity, Channel Island CS	Ventura	Jennifer  Lindquist	AGENCY Mailing	1 University Drive 	Camarillo	93012		01/02/2007			
4SSO11479	Active	4	Ca Dept of Corrections & Rehabilitation	Ventura Youth Correctional Facility CS	Ventura	Michael John Harrison	AGENCY Mailing	9838 Old Placerville Road B	Sacramento	95827		02/14/2007	12/31/2009		
4SSO11495	Historical	4	Specialty Enterprises Co	NA CS	Los Angeles	Dennis  Johnson	LRO 					04/23/2007	12/31/2009		
4SSO11510	Historical	4	Cooner Wire Co.	Cooner Wire Co. CS	Los Angeles	Steve  Smith	AGENCY Mailing	9265 Owensmouth Avenue 	Chatsworth	91311		06/27/2007		01/12/2009	
4SSO11540	Active	4	Fillmore City	Fillmore Sewage CS	Ventura	David W Rowlands	AGENCY Mailing	250 Central Avenue 	Fillmore	93015		03/18/2009	12/31/2009		
4SSO18098	Active	4	Rancho Palos Verdes City	Rancho Palos Verdes - Central CS	Los Angeles	Sean Larvenz	AGENCY Mailing	30940 Hawthorne Boulevard 	Rancho Palos Verdes	90275		05/22/2013			
5SSO10000	Active	5S	State Water Resources Control Board	Demo South CS	Sacramento	SSO Demo	AGENCY Mailing	1001 I Street 	Sacramento	95814		02/02/2007			
5SSO10100	Active	5S	Stanislaus Cnty Dept of Parks & Rec	Modesto Reservoir CS	Stanislaus	Tom Dias	AGENCY Mailing	3800 Cornucopia Way C	Modesto	95358		10/11/2006			
5SSO10713	Active	5F	Tulare City	Tulare CS	Tulare	Josh  Rogers	AGENCY Mailing	3981 K Street 	Tulare	93274		07/20/2006			
5SSO10716	Active	5F	Atwater City	Atwater CS	Merced	Justin Scott Vinson	AGENCY Mailing	750 Bellevue Road 	Atwater	95301		10/11/2007			
5SSO10717	Active	5F	Bakersfield City	City Of Bakersfield CS	Kern	Stuart Patteson	AGENCY Mailing	6901 McCutchen Road 	Bakersfield	93313		10/16/2006			
5SSO10718	Active	5F	Bear Valley CMSD	Bear Valley Csd CS	Kern	Jason Parks	AGENCY Mailing	28999 Lower Valley Road 	Tehachapi	93561		11/17/2006			
5SSO10719	Active	5F	CSU Bakersfield	California State University, Bakersfield CS	Kern	Timothy Ridley	AGENCY Mailing	9001 Stockdale Highway 	Bakersfield	93311		12/20/2006			
5SSO10720	Active	5F	CSU Fresno	California State University, Fresno CS	Fresno	Lisa  Kao	AGENCY Contact	2311 Barstow Avenue 14	Fresno	93740		11/27/2006			
5SSO10721	Active	5S	Ceres City	Ceres CS	Stanislaus	Terry Turner	AGENCY Mailing	2220 Magnolia Street 	Ceres	95307		07/21/2006			
5SSO10722	Active	5S	Auburn City	City Of Auburn CS	Placer	Bernie  Schroeder	AGENCY Mailing	1225 Lincoln Way 3	Auburn	95603		11/28/2006			
5SSO10724	Active	5F	Merced City	City Of Merced CS	Merced	Bill Osmer	AGENCY Mailing	678 18th Street 	Merced	95340		07/11/2006			
5SSO10725	Active	5S	Newman City	City Of Newman CS	Stanislaus	Perfecto  Millan	AGENCY Contact	 PO Box 787  	Newman	95360		08/15/2006			
5SSO10726	Active	5F	Shafter City	City Of Shafter CS	Kern	Michael James	AGENCY Mailing	336 Pacific Avenue 	Shafter	93263		04/14/2006			
5SSO10728	Active	5F	Visalia City	City Of Visalia CS	Tulare	James K Ross	AGENCY Contact	315 Visalia Avenue 	Visalia	93291		08/24/2006			
5SSO10729	Active	5F	Woodlake City	City Of Woodlake CS	Tulare	Paul Isaiah Huerta	AGENCY Mailing	350 Valencia Boulevard 	Woodlake	93286		09/21/2006			
5SSO10730	Active	5F	Kern County Public Works Department	Ford City-Taft Heights CS	Kern	Anthony Bonanno	AGENCY Mailing	2700 M Street 450	Bakersfield	93301		12/14/2006			
5SSO10731	Active	5F	Cutler P.U.D.	Cutler P.U.D. CS	Tulare	Dionicio Rodriguez	LRO Mailing	40526 Orosi Drive 	Cutler	93615		10/10/2006			
5SSO10733	Active	5F	East Niles CSD	East Niles Community Services CS	Kern	Anthony Johnson	AGENCY Mailing	1417 Vale Street 	Bakersfield	93306		10/25/2006			
5SSO10735	Active	5F	US Dept of the Interior Park Service	El Portal CS	Mariposa	Woody Smeck	AGENCY Mailing	1901 Spinnaker Drive 	Ventura	93001		11/16/2006			
5SSO10736	Active	5F	Kerman City	Kerman CS	Fresno	Edward Vallejo	AGENCY Mailing	850 Madera Avenue 	Kerman	93630		08/24/2006			
5SSO10737	Active	5F	Kern Sanitation Authority	Kern Sanitation Authority CS	Kern	Anthony Bonanno	AGENCY Mailing	4101 Kimber Avenue 	Bakersfield	93307		11/16/2006			
5SSO10738	Active	5F	Lamont PUD	Lamont PUD CS	Kern	FERNANDO PANTOJA	AGENCY Mailing	8624 Segrue Road 	Lamont	93241		11/02/2006			
5SSO10741	Active	5F	Lost Hills Utility District	Lost Hills Utility District- CS	Kern	Luis Pena	AGENCY Mailing	 PO Box 246  	Lost Hills	93249		11/03/2006			
5SSO10742	Active	5F	Malaga CWD	Malaga CWD CS	Fresno	James Anderson	AGENCY Mailing	3580 Frank Street 	Fresno	93725		07/20/2006			
5SSO10743	Active	5F	Maricopa City	Maricopa, City Of CS	Kern	Eric  Ziegler	AGENCY Mailing	 PO Box 548  	Maricopa	93252		11/03/2006			
5SSO10744	Active	5F	Mariposa PUD	Mariposa PUD CS	Mariposa	Chris  Toledo	AGENCY Mailing	 PO Box 494  	Mariposa	95338		11/03/2006			
5SSO10745	Active	5F	McFarland City	McFarland, City Of CS	Kern	Octavio Gonzalez	AGENCY Mailing	401 Kern Alley 	McFarlnd	93250		10/11/2007			
5SSO10746	Active	5F	Tuolumne Utilities District	Mi-Wuk Village CS	Tuolumne	David Boatright	AGENCY Physical	13144 Mono Way 	Sonora	95370		10/25/2006			
5SSO10747	Active	5F	San Francisco Public Utilities Commission	Moccasin Powerhouse CS	Tuolumne	Sean Coyle	AGENCY Physical	1145 Market Street 	San Francisco	94103		10/19/2006			
5SSO10750	Active	5F	North of River SD #1	North of River Sanitary District #1 CS	Kern	Richard St.Claire	AGENCY Mailing	5001 Olive Drive 	Bakersfield	93308		07/27/2006			
5SSO10752	Active	5F	Orosi Public Utility District	Orosi P.U.D. CS	Tulare	Raul Mariscal	AGENCY Mailing	12488 416 Avenue 	Orosi	93647		10/11/2007	05/02/2011		
5SSO10753	Active	5F	Planada CSD	Planada Csd CS	Merced	Frank Verduzco	AGENCY Physical	103 Live Oak Street 	Planada	95365		09/12/2006			
5SSO10756	Active	5F	Kern County Public Works Department	Reeder Tract WWf, Csa #398 CS	Kern	Anthony Bonanno	AGENCY Mailing	2700 M Street 450	Bakersfield	93301		11/16/2006			
5SSO10757	Active	5F	Reedley City	Reedley, City Of CS	Fresno	Martha Cardoso	AGENCY Mailing	845 G Street 	Reedley	93654		07/20/2006			
5SSO10759	Active	5F	Stallion Springs CMSD	Stallion Springs Csd CS	Kern	Alfred White	AGENCY Mailing	28500 Stallion Springs Drive 	Tehachapi	93561		07/27/2006			
5SSO10760	Active	5S	CSU Stanislaus	Stanislaus State University CS	Stanislaus	Louie Oliveira	AGENCY Mailing	801 Monte Vista Avenue 	Turlock	95382		01/26/2008			
5SSO10763	Active	5F	Ca Dept of Corrections & Rehabilitation	Tehachapi Correctional Inst CS	Kern	Darren Plumlee	AGENCY Mailing	9838 Old Placerville Road B	Sacramento	95827		12/13/2006			
5SSO10764	Active	5F	Tehachapi City	Tehachapi, City Of CS	Kern	Wyatt James Misiura	AGENCY Mailing	115 Robinson Street 	Tehachapi	93561		07/27/2006			
5SSO10765	Active	5F	Tejon Ranchcorp	Tejon Industrial Complex CS	Kern	Gary  Valladao	AGENCY Mailing	4436 Lebec Road 	Lebec	93243	05/02/2006	01/09/2007	05/02/2011		
5SSO10766	Historical	5F	Kern Cnty Eng & Surveying Services Dept	CSA 27.2 CS	Fresno	Charles  Lackey	AGENCY Mailing	2700 M Street 570	Bakersfield	93301				01/26/2009	
5SSO10771	Active	5F	Tuolumne Utilities District	Tuolumne Utilities District CS	Tuolumne	David Boatright	AGENCY Physical	13144 Mono Way 	Sonora	95370		10/25/2006			
5SSO10772	Active	5F	Twain Harte CSD	Twain Harte CSD CS	Tuolumne	Robert Perry	AGENCY Mailing	 PO Box 649  	Twain Harte	95383		10/30/2006			
5SSO10773	Active	5F	UC Merced	University Of California, Merced CS	Merced	Malachy Gerard Donohue	AGENCY Mailing	 PO Box 2039  	Merced	95344		11/08/2006			
5SSO10774	Active	5F	US Dept of the Interior Park Service	Yosemite Valley CS	Mariposa	Woody Smeck	AGENCY Mailing	1901 Spinnaker Drive 	Ventura	93001		11/16/2006			
5SSO10775	Active	5F	Ca Dept of Corrections & Rehabilitation	Wasco State Prison CS	Kern	Gary Bozarth	AGENCY Mailing	9838 Old Placerville Road B	Sacramento	95827		10/11/2006			
5SSO10776	Active	5F	Wasco City	Wasco, City Of CS	Kern	Daniel Ulloa	AGENCY Mailing	764 E Street 	Wasco	93280		11/20/2007			
5SSO10778	Active	5F	US Dept of the Interior Park Service	Wawona CS	Mariposa	Woody Smeck	AGENCY Mailing	1901 Spinnaker Drive 	Ventura	93001		11/16/2006			
5SSO10779	Active	5F	US Dept of the Interior Park Service	Tuolumne Meadows CS	Mariposa	Woody Smeck	AGENCY Mailing	1901 Spinnaker Drive 	Ventura	93001		11/16/2006			
5SSO10781	Active	5R	Adin CSD	Adin CS	Modoc	MIke Williams	AGENCY Mailing	 PO Box 90  	Adin	96006		10/19/2006			
5SSO10782	Active	5R	Shasta CSA #13	Alpine Meadows/Whispering Wood CS	Shasta	Scott Sealander	AGENCY Mailing	1855 Placer Street 	Redding	96001		11/06/2006			
5SSO10783	Active	5R	Alturas City	Alturas Municipal CS	Modoc	Joe  Picotte	AGENCY Mailing	200 North Street 	Alturas	96101		10/16/2006			
5SSO10784	Active	5R	Anderson City	Anderson CS	Shasta	Frank  Mojarro	AGENCY Mailing	1887 Howard Street 	Anderson	96007		08/16/2006			
5SSO10785	Active	5R	Walker Ranch CSD	Bailey Creek CS	Plumas	Robert Thorman	AGENCY Mailing	1766 Bidwell Drive 	Chico	95926		08/16/2006			
5SSO10786	Active	5R	Beckwourth CSA	Beckwourth CS	Plumas	Robert Thorman	AGENCY Mailing	520 Main Street 120	Quincy	95971	08/16/2006	08/16/2006	08/16/2015		
5SSO10787	Historical	5R	Berrendos CSD	Berrendos CSD CS	Tehama		AGENCY Mailing	240 Shelley Way 	Red Bluff	96080		04/14/2006		05/06/2009	
5SSO10788	Active	5R	Lassen Co Waterworks Dist #1	Bieber CS	Lassen	Stephen Jackson	AGENCY Mailing	 PO Box 363  	Bieber	96009		11/03/2006			
5SSO10789	Active	5R	Biggs City	Biggs CS	Butte	Hayden  Wasser	AGENCY Mailing	 PO Box 307  	Biggs	95917		11/08/2006			
5SSO10790	Active	5R	USDI National Park Service Whiskeytown	Brandy Creek Recreational Area CS	Shasta	David Larabee	AGENCY Mailing	14412 Kennedy Memorial Drive 	Whiskeytown	96095		12/13/2006			
5SSO10791	Active	5R	Burney WD	Burney CS		William Rodriguez	AGENCY Mailing	20222 Hudson Street 	Burney	96013		09/02/2007			
5SSO10792	Active	5R	Butte CSA	Butte CSA 21 CS	Butte	Tom Blixt	AGENCY Mailing	25 County Center Drive 	Oroville	95965		10/30/2006			
5SSO10793	Active	5R	California Pines CSD	California Pines CSD CS	Modoc	Ronald Sherer	AGENCY Mailing	 HCR 4 Box 43002  	Alturas	96101	05/02/2006	03/06/2007	05/02/2011		
5SSO10794	Historical	5R	CSU Chico	CSU Chico CS	Butte	Glennda  Morse	AGENCY Mailing	400 1st Street 	Chico	95929		03/25/2009		10/11/2010	
5SSO10797	Active	5R	Chester PUD	Chester CS	Plumas	Andrew Capella	AGENCY Physical	881 First Avenue 	Chester	96020		08/14/2006			
5SSO10798	Active	5S	Loyalton City	Loyalton CS	Sierra	Jared Recasens	AGENCY Mailing	210 Front Street 	Loyalton	96118		10/25/2006			
5SSO10799	Active	5R	Oroville City 	Oroville CS	Butte	DONALD Louis Rust	AGENCY Mailing	1735 Montgomery Street 	Oroville	95965		11/27/2006			
